# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jun  3 13:15:25 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=KOKORI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..258...40K/abstract target=ref>Kokori et al. 2022</a>,1.27492477000,0.00000012000,-0.00000012000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,F6 V,6459.00,140.00,-140.00,0,1.458000,0.030000,-0.030000,0,1.353000,0.080000,-0.079000,0,0.1300,0.0900,-0.0900,0,[Fe/H],4.242000,0.011000,-0.012000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2022-01-24,2022-02,2022-01-24
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.27492460000,0.00000030000,-0.00000030000,0,,,,,22.03280000,0.87699500,-0.87699500,0,1.96563814,0.07824039,-0.07824039,0,,,,,,,,,,,,,,6216.4100,,,0,2473.00,,,0,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6459.00,,,0,1.520000,0.060000,-0.060000,0,,,,,,,,,,4.240060,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2023-04-10,2017-07,2023-04-10
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=MIKAL_EVANS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2222M/abstract target=ref>Mikal-Evans et al. 2019</a>,1.27492550000,,,0,0.0250000000,,,0,20.17620000,,,0,1.80000000,,,0,,,,,,,,,,,,,,,,,,2720.00,8.00,-8.00,0,0,<a refstr=MIKAL_EVANS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.2222M/abstract target=ref>Mikal-Evans et al. 2019</a>,,,,,,,,,,,,,,0.1300,0.0900,-0.0900,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2019-07-08,2019-09,2019-07-11
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=IVSHINA__AMP__WINN_2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..259...62I/abstract target=ref>Ivshina &amp; Winn 2022</a>,1.27492483000,0.00000011000,-0.00000011000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2022-10-18,2022-04,2022-10-18
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,1.27492550000,0.00000020000,-0.00000025000,0,0.0254400000,0.0004900000,-0.0005000000,0,20.90478500,0.49319600,-0.49319600,0,1.86500000,0.04400000,-0.04400000,0,375.99289000,20.34112000,-19.70546000,0,1.18300000,0.06400000,-0.06200000,0,Mass,0.000000,,,0,,,,,2358.00,52.00,-52.00,0,0,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,F6 V,6459.00,140.00,-140.00,0,1.458000,0.030000,-0.030000,0,1.353000,0.080000,-0.079000,0,0.1300,0.0900,-0.0900,0,[Fe/H],4.242000,0.011000,-0.012000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2016-06-22,2016-06,2016-06-23
WASP-121 b,WASP-121,1,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,1.27492504000,0.00000015000,-0.00000014000,0,0.0259600000,0.0004300000,-0.0006300000,0,19.64934317,0.40352331,-0.40352331,0,1.75300000,0.03600000,-0.03600000,0,367.72746690,22.24798849,-22.24798849,0,1.15700000,0.07000000,-0.07000000,0,Mass,0.000000,,,0,,,,,,,,,0,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,,,,,,1.458000,0.030000,-0.030000,0,1.358000,0.075000,-0.084000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2022-08-01,2020-03,2022-08-01
WASP-121 b,WASP-121,0,1,1,Transit,2016,SuperWASP,Published Confirmed,0,<a refstr=EVANS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.548...58E/abstract target=ref>Evans et al. 2017</a>,1.27492550000,,,0,,,,,18.98804600,,,0,1.69400000,,,0,,,,,,,,,,0.000000,,,0,,,,,,,,,0,<a refstr=EVANS_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017Natur.548...58E/abstract target=ref>Evans et al. 2017</a>,,,,,,1.458000,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h10m24.06s,107.6002312,-39d05m50.17s,-39.0972705,269.89800000,1.58000000,-1.56200000,10.5140000,0.0060000,-0.0060000,9.3740000,0.0220000,-0.0220000,10.3746000,0.0004260,-0.0004260,2017-08-14,2017-08,2017-08-17
HIP 67522 b,HIP 67522,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,6.95950300000,0.00001600000,-0.00001500000,0,,,,,10.07000000,0.47000000,-0.47000000,0,0.89838523,0.04193059,-0.04193059,0,,,,,,,,,,0.059000,0.193000,-0.046000,0,,,,,1174.00,21.00,-20.00,0,1,<a refstr=RIZZUTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160...33R/abstract target=ref>Rizzuto et al. 2020</a>,,5675.00,75.00,-75.00,0,1.380000,0.060000,-0.060000,0,1.220000,0.050000,-0.050000,0,0.0000,,,0,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.28000000,1.10500000,-1.08700000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2020-07-17,2020-07,2020-07-23
HIP 67522 b,HIP 67522,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240916355T/abstract target=ref>Thao et al. 2024</a>,6.95947180000,0.00000230000,-0.00000240000,0,0.0747000000,0.0034000000,-0.0038000000,0,9.76300000,0.49300000,-0.50400000,0,0.87099802,0.04398259,-0.04496395,0,,,,,,,,,,,,,,,,,,1176.00,22.00,-17.00,0,1,<a refstr=THAO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240916355T/abstract target=ref>Thao et al. 2024</a>,,,,,,1.380000,0.060000,-0.060000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.28000000,1.10500000,-1.08700000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2024-10-14,2024-09,2024-10-14
HIP 67522 b,HIP 67522,1,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,6.95947310000,0.00000220000,-0.00000220000,0,0.0748000000,0.0016000000,-0.0018000000,0,9.98720180,0.23538859,-0.22417961,0,0.89100000,0.02100000,-0.02000000,0,,,,,,,,,,0.064000,0.187000,-0.049000,0,,,,,1175.00,13.00,-12.00,0,1,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,,5675.00,75.00,-75.00,0,1.380000,0.060000,-0.060000,0,1.220000,0.050000,-0.050000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.28000000,1.10500000,-1.08700000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2024-09-28,2024-09,2024-09-28
HIP 67522 b,HIP 67522,0,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,6.95939721380,0.00036787290,-0.00036787290,0,,,,,9.38005266,0.54557335,-0.54557335,0,0.83683369,0.04867288,-0.04867288,0,,,,,,,,,,,,,,341.0878,,,0,1096.06,,,0,1,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5854.00,,,0,1.337290,0.065990,-0.065990,0,,,,,,,,,,4.438000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.28000000,1.10500000,-1.08700000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2024-07-23,2017-07,2024-07-23
HIP 67522 c,HIP 67522,1,1,2,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,14.33489200000,0.00001200000,-0.00001200000,0,0.1228000000,0.0042000000,-0.0053000000,0,7.93595834,0.34747840,-0.35868738,0,0.70800000,0.03100000,-0.03200000,0,,,,,,,,,,0.077000,0.195000,-0.056000,0,,,,,917.00,19.00,-15.00,0,0,<a refstr=BARBER_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024ApJ...973L..30B/abstract target=ref>Barber et al. 2024</a>,,5675.00,75.00,-75.00,0,1.380000,0.060000,-0.060000,0,1.220000,0.050000,-0.050000,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h50m06.24s,207.5260010,-40d50m09.23s,-40.8358961,127.28000000,1.10500000,-1.08700000,9.7900000,0.0300000,-0.0300000,8.1640000,0.0260000,-0.0260000,9.6326100,0.0022830,-0.0022830,2024-09-28,2024-09,2024-09-28
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=MASUDA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241001625M/abstract target=ref>Masuda et al. 2024</a>,45.15396000000,0.00022000000,-0.00022000000,0,,,,,6.83000000,0.13000000,-0.13000000,0,0.60933284,0.01159784,-0.01159784,0,6.70000000,2.80000000,-2.80000000,0,0.02108056,0.00880979,-0.00880979,0,Mass,0.016200,0.003800,-0.003800,0,,,,,,,,,1,<a refstr=MASUDA_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv241001625M/abstract target=ref>Masuda et al. 2024</a>,,5674.00,,,0,0.870000,0.040000,-0.040000,0,0.960000,0.050000,-0.050000,0,0.0470,,,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2024-10-22,2024-10,2024-10-22
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,45.15535633000,0.00002431000,-0.00002431000,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5770.00,123.00,-123.00,0,0.850059,,,0,1.030000,,,0,,,,,,4.592010,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2018-09-25,2018-08-16,2018-09-25
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,45.15530074000,0.00002483000,-0.00002483000,0,0.2528000000,,,0,7.88000000,3.18000000,-0.72000000,0,0.70300772,0.28370109,-0.06423421,0,,,,,,,,,,0.000000,,,0,17.6800,20.6900,-4.9000,0,523.00,,,0,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6046.00,149.00,-197.00,0,0.972000,0.392000,-0.089000,0,1.053000,0.172000,-0.135000,0,-0.0800,0.2200,-0.3000,0,[Fe/H],4.486000,0.044000,-0.290000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2015-08-25,2015-09-24,2015-08-25
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,45.15550230000,0.00007200000,-0.00007200000,0,,,,,7.05000000,,,0,0.62900000,,,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,5803.00,,,0,0.910000,,,0,1.000000,,,0,,,,,,4.520000,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2014-05-16,2013-01,2014-05-16
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,,,,,,,6.56000000,0.31800000,-0.29800000,0,0.58524400,0.02837006,-0.02658578,0,,,,,,,,,,,,,,10.1190,0.5010,-0.4730,0,,,,,1,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5674.00,113.00,-113.00,0,0.834000,0.040000,-0.038000,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2018-09-04,2018-10,2018-09-06
Kepler-51 b,Kepler-51,0,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,45.15530074000,0.00002483000,-0.00002483000,0,,,,,8.51000000,1.52000000,-0.84000000,0,0.75921135,0.13560532,-0.07493978,0,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5921.00,162.25,-151.79,0,1.050000,0.188000,-0.104000,0,1.050000,0.085000,-0.068000,0,0.0100,0.1450,-0.1700,0,[Fe/H],4.410000,0.072000,-0.128000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h45m55.14s,296.4797624,+49d56m15.53s,49.9376486,783.83100000,13.66900000,-13.21800000,14.8850000,0.1260000,-0.1260000,13.1970000,0.0370000,-0.0370000,14.6777000,0.0004490,-0.0004490,2016-05-06,2016-05,2016-05-10
